0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
1	4
1	11
1	13
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
2	5
2	27
2	28
2	29
2	30
2	31
2	32
2	33
2	34
2	35
2	36
2	25
2	37
2	38
2	39
2	40
2	41
2	42
3	0
3	5
3	6
3	7
3	8
3	11
3	12
3	13
3	14
3	15
3	43
3	44
3	45
3	46
3	47
3	48
3	49
3	17
3	18
3	50
3	51
3	52
3	53
3	54
3	55
3	56
3	57
3	58
3	59
3	60
3	19
3	61
3	62
3	63
3	64
3	65
3	66
3	67
3	68
3	69
3	70
3	71
3	72
3	73
3	74
3	75
3	76
3	77
3	78
3	79
3	80
3	31
3	32
3	21
3	81
3	82
3	83
3	84
3	85
3	86
3	87
3	88
3	89
3	90
3	91
3	23
3	92
3	93
3	94
3	95
3	96
3	97
3	98
3	99
3	100
3	101
3	102
3	103
3	104
3	105
3	106
3	107
4	1
4	3
4	7
4	8
4	11
4	13
4	15
4	16
4	48
4	17
4	18
4	108
4	54
4	57
4	109
4	61
4	110
4	68
4	32
4	111
4	21
4	112
4	95
4	113
4	96
4	114
4	115
4	116
4	97
5	27
5	117
5	20
5	34
5	118
5	35
5	119
5	120
5	25
5	121
5	37
5	122
5	123
5	124
5	125
6	10
6	12
6	126
6	45
6	127
6	66
6	27
6	128
6	30
6	129
7	4
7	5
7	6
7	8
7	10
7	11
7	13
7	14
7	15
7	16
7	48
7	130
7	131
7	17
7	50
7	51
7	56
7	57
7	58
7	127
7	60
7	132
7	110
7	62
7	133
7	71
7	72
7	73
7	75
7	76
7	79
7	134
7	135
7	95
7	114
7	136
7	118
7	137
7	138
7	104
7	139
7	140
7	141
7	142
7	143
8	4
8	11
8	13
8	15
8	126
8	49
8	57
8	127
8	144
8	60
8	61
8	110
8	66
8	145
8	27
8	72
8	29
8	146
8	75
8	147
8	148
10	11
10	12
10	13
10	15
10	45
10	50
10	127
10	110
10	62
10	149
10	137
10	138
10	150
10	151
10	152
10	153
11	3
11	4
11	7
11	8
11	12
11	13
11	14
11	15
11	46
11	48
11	130
11	49
11	17
11	50
11	51
11	108
11	54
11	56
11	57
11	58
11	127
11	132
11	110
11	64
11	154
11	149
11	133
11	70
11	71
11	72
11	73
11	79
11	80
11	155
11	21
11	134
11	91
11	95
11	96
11	137
11	138
11	150
11	156
11	140
11	141
11	142
12	11
12	13
12	64
12	76
12	31
12	155
12	85
12	157
12	37
13	3
13	4
13	6
13	7
13	8
13	10
13	11
13	12
13	14
13	15
13	44
13	158
13	16
13	45
13	46
13	47
13	48
13	130
13	49
13	17
13	18
13	50
13	51
13	108
13	159
13	52
13	53
13	54
13	55
13	56
13	57
13	58
13	160
13	60
13	19
13	110
13	62
13	161
13	64
13	65
13	149
13	133
13	67
13	162
13	68
13	69
13	70
13	71
13	72
13	73
13	74
13	75
13	76
13	163
13	77
13	79
13	80
13	111
13	21
13	164
13	22
13	83
13	84
13	86
13	87
13	88
13	165
13	91
13	166
13	167
13	23
13	92
13	168
13	94
13	169
13	98
13	99
13	170
13	100
13	171
13	137
13	138
13	103
13	150
13	24
13	172
13	105
14	6
14	7
14	8
14	11
14	12
14	13
14	15
14	44
14	173
14	126
14	45
14	46
14	48
14	17
14	50
14	51
14	174
14	54
14	57
14	58
14	127
14	175
14	60
14	19
14	132
14	110
14	63
14	64
14	149
14	66
14	71
14	73
14	76
14	163
14	80
14	155
14	82
14	165
14	23
14	95
14	96
14	137
14	138
14	102
14	103
14	104
14	172
14	106
14	176
14	143
15	9
15	12
15	13
15	126
15	132
15	63
15	66
15	28
15	155
15	112
15	135
15	177
15	178
15	179
180	0
180	3
180	6
180	8
180	11
180	12
180	13
180	14
180	15
180	43
180	44
180	181
180	173
180	158
180	126
180	16
180	45
180	46
180	47
180	48
180	130
180	131
180	182
180	49
180	17
180	18
180	183
180	50
180	51
180	174
180	108
180	159
180	184
180	185
180	52
180	53
180	54
180	55
180	186
180	56
180	57
180	58
180	187
43	3
43	8
43	11
43	12
43	13
43	15
43	181
43	47
43	182
43	49
43	17
43	58
43	160
43	59
43	60
43	110
43	72
43	76
43	188
43	21
43	189
43	81
43	190
43	84
43	86
43	90
43	191
43	192
43	193
43	194
43	195
43	98
43	99
43	196
43	197
43	170
43	198
43	100
43	199
44	12
44	110
44	63
181	11
181	173
181	93
173	12
173	181
173	22
158	4
158	8
158	11
158	12
158	13
158	14
158	15
158	173
158	46
158	47
158	17
158	18
158	53
158	186
158	57
158	59
158	200
158	63
158	66
158	71
158	76
158	22
158	201
158	83
158	87
158	202
158	203
158	89
158	165
126	6
126	8
126	11
126	12
126	13
126	15
126	46
126	49
126	17
126	51
126	159
126	52
126	54
126	55
126	56
126	58
126	160
126	60
126	132
126	204
126	61
126	110
126	66
126	27
126	128
126	70
126	71
126	72
126	74
126	77
126	79
126	80
126	32
126	82
126	23
126	94
16	3
16	4
16	7
16	8
16	11
16	13
16	15
16	48
16	18
16	108
16	54
16	57
16	61
16	110
16	68
16	32
16	91
16	93
16	95
16	113
16	96
16	114
16	115
45	3
45	7
45	8
45	11
45	12
45	13
45	14
45	47
45	17
45	18
45	51
45	174
45	56
45	205
45	206
45	207
45	200
45	19
45	204
45	110
45	65
45	73
45	74
45	75
45	208
45	76
45	78
45	79
45	80
45	85
45	165
45	90
45	91
45	23
45	94
45	95
45	171
45	209
45	35
45	210
45	104
45	211
45	212
45	213
45	214
46	1
46	3
46	6
46	7
46	8
46	11
46	12
46	13
46	14
46	15
46	44
46	181
46	173
46	45
46	47
46	49
46	17
46	18
46	50
46	51
46	174
46	159
46	185
46	52
46	54
46	55
46	56
46	57
46	58
46	127
46	160
46	200
46	60
46	19
46	132
46	204
46	110
46	62
46	63
46	161
46	64
46	154
46	65
46	149
46	133
46	66
46	67
46	162
46	68
46	69
46	70
46	71
46	72
46	73
46	74
46	76
46	163
46	77
46	78
46	79
46	80
46	189
46	81
46	201
46	85
46	86
46	87
46	88
46	165
46	90
46	91
46	135
46	167
46	23
46	92
46	94
46	98
46	99
46	197
46	170
46	100
46	215
46	216
46	171
46	102
46	104
46	139
46	150
46	156
46	172
46	105
46	217
46	218
46	176
46	219
46	220
47	1
47	3
47	4
47	6
47	8
47	10
47	11
47	13
47	14
47	15
47	43
47	173
47	158
47	16
47	45
47	46
47	48
47	182
47	49
47	17
47	18
47	51
47	159
47	52
47	53
47	54
47	55
47	186
47	56
47	57
47	58
47	160
47	207
47	59
47	60
47	19
47	132
47	204
47	61
47	110
47	62
47	63
47	64
47	65
47	149
47	66
47	68
47	69
47	72
47	73
47	74
47	75
47	76
47	77
47	78
47	79
47	80
47	32
47	111
47	155
47	21
47	221
47	81
47	222
47	201
47	84
47	85
47	86
47	87
47	89
47	165
47	223
47	91
47	166
47	167
47	23
47	95
47	169
47	195
47	98
47	99
47	196
47	197
47	100
